"unigram","bigram","freq"
"didnt","really",2
"didnt","ring",2
"didnt","start",2
"didnt","stop",2
"didnt","talk",2
"didnt","tell",2
"didnt","understand",2
"didnt","wear",2
"die","and",2
"die","burger",2
"die","from",2
"die","hard",2
"die","to",2
"died","after",2
"died","at",2
"died","down",2
"died","on",2
"died","saying",2
"died","with",2
"diet","coke",2
"differ","from",2
"difference","and",2
"difference","could",2
"differences","and",2
"different","and",2
"different","feeling",2
"different","for",2
"different","ideas",2
"different","kind",2
"different","kinds",2
"different","opinions",2
"different","path",2
"different","people",2
"different","recipes",2
"different","sizes",2
"different","this",2
"differently","and",2
"differently","to",2
"difficult","but",2
"difficult","time",2
"difficulties","and",2
"dig","the",2
"dig","up",2
"diluted","share",2
"dimora","was",2
"dining","experience",2
"dinner","and",2
"dinner","i",2
"dinner","the",2
"dinner","though",2
"diocese","of",2
"dip","the",2
"direct","and",2
"direct","my",2
"direction","of",2
"directly","to",2
"director","it",2
"directs","the",2
"disability","and",2
"disappear","and",2
"disappeared","from",2
"disappointed","if",2
"disappointed","in",2
"disappointed","that",2
"disappointing","to",2
"disc","in",2
"discarded","the",2
"disclosed","the",2
"discomfort","in",2
"disconnect","between",2
"discount","the",2
"discourage","the",2
"discover","the",2
"discovered","a",2
"discovered","is",2
"discovered","my",2
"discovered","the",2
"discovery","that",2
"discuss","a",2
"discuss","the",2
"discussed","in",2
"discussion","of",2
"discussions","and",2
"discussions","with",2
"disease","in",2
"diseases","or",2
"dispatcher","was",2
"display","at",2
"display","of",2
"display","the",2
"displayed","in",2
"displaying","a",2
"disrespect","to",2
"disrupt","the",2
"distinguish","between",2
"distracted","by",2
"distraction","the",2
"district","attorney",2
"district","for",2
"district","officials",2
"district","title",2
"districts","that",2
"ditched","his",2
"diversity","of",2
"divine","causation",2
"division","and",2
"division","by",2
"division","i",2
"division","of",2
"divisions","and",2
"divorced","and",2
"dixie","diner",2
"do","add",2
"do","an",2
"do","best",2
"do","better",2
"do","choose",2
"do","even",2
"do","every",2
"do","feel",2
"do","from",2
"do","its",2
"do","justice",2
"do","look",2
"do","many",2
"do","no",2
"do","our",2
"do","research",2
"do","she",2
"do","such",2
"do","take",2
"do","try",2
"do","yourself",2
"doctor","for",2
"doctor","says",2
"doctor","to",2
"doctors","and",2
"doctors","appointment",2
"doctors","office",2
"doctors","or",2
"document","a",2
"document","states",2
"document","which",2
"documentary","about",2
"does","daylight",2
"does","everything",2
"does","god",2
"does","have",2
"does","help",2
"does","in",2
"does","more",2
"does","one",2
"does","take",2
"does","what",2
"doesnt","affect",2
"doesnt","boil",2
"doesnt","care",2
"doesnt","come",2
"doesnt","do",2
"doesnt","fit",2
"doesnt","it",2
"doesnt","let",2
"doesnt","provide",2
"doesnt","really",2
"doesnt","she",2
"doesnt","that",2
"doesnt","use",2
"dog","in",2
"dog","on",2
"dog","with",2
"doing","amazing",2
"doing","as",2
"doing","before",2
"doing","business",2
"doing","first",2
"doing","good",2
"doing","its",2
"doing","more",2
"doing","most",2
"doing","nonstop",2
"doing","on",2
"doing","today",2
"dol","makeup",2
"dollar","spent",2
"dollars","and",2
"dollars","for",2
"dollars","to",2
"dolmayan","will",2
"dome","so",2
"dominican","republic",2
"dominion","and",2
"don","mattingly",2
"donate","to",2
"donated","by",2
"donated","to",2
"donation","to",2
"done","about",2
"done","anything",2
"done","little",2
"done","right",2
"done","w",2
"dont","actually",2
"dont","agree",2
"dont","always",2
"dont","but",2
"dont","call",2
"dont","complain",2
"dont","count",2
"dont","feel",2
"dont","i",2
"dont","keep",2
"dont","leave",2
"dont","love",2
"dont","normally",2
"dont","often",2
"dont","particularly",2
"dont","recall",2
"dont","seem",2
"dont","stay",2
"dont","talk",2
"dont","tell",2
"dont","use",2
"dont","usually",2
"dont","wait",2
"dont","we",2
"dooley","said",2
"door","at",2
"door","but",2
"door","closes",2
"door","i",2
"door","so",2
"door","they",2
"double","and",2
"double","in",2
"doubled","off",2
"doubleplay","grounder",2
"doubletree","by",2
"doubling","in",2
"doubt","but",2
"doubt","ill",2
"doubt","is",2
"doubt","it",2
"doug","doug",2
"down","all",2
"down","during",2
"down","has",2
"down","im",2
"down","its",2
"down","low",2
"down","main",2
"down","people",2
"down","said",2
"down","so",2
"down","that",2
"down","then",2
"down","these",2
"down","this",2
"down","through",2
"down","walls",2
"download","it",2
"download","securimage",2
"downton","abbey",2
"downtown","and",2
"downtown","is",2
"downtown","st",2
"downtown","still",2
"downtown","the",2
"downtown","until",2
"downward","revisions",2
"dozen","with",2
"dr","bob",2
"dr","m",2
"dr","strolger",2
"dr","who",2
"draft","by",2
"draft","pick",2
"draft","picks",2
"drafted","a",2
"dragged","out",2
"drake","and",2
"dramatic","effect",2
"dramatically","different",2
"draw","back",2
"draw","in",2
"drawing","from",2
"drawn","by",2
"draws","a",2
"draymond","green",2
"dream","about",2
"dream","boxes",2
"dream","come",2
"dream","i",2
"dream","im",2
"dreaming","about",2
"dress","and",2
"dress","thank",2
"dress","that",2
"dressed","with",2
"dresses","and",2
"dressing","room",2
"drink","all",2
"drink","and",2
"drink","of",2
"drink","specials",2
"drink","the",2
"drink","them",2
"drinking","and",2
"drinking","habits",2
"drinking","problem",2
"drinks","on",2
"drinks","you",2
"dripping","from",2
"drive","from",2
"drive","off",2
"drive","out",2
"drive","past",2
"driver","was",2
"drivers","in",2
"drives","a",2
"drives","me",2
"driving","and",2
"driving","down",2
"driving","force",2
"driving","skills",2
"driving","to",2
"drop","her",2
"drop","the",2
"dropped","a",2
"dropped","all",2
"dropped","by",2
"dropped","from",2
"dropped","my",2
"dropped","percent",2
"dropping","by",2
"dropping","his",2
"drove","all",2
"drove","her",2
"drove","off",2
"drove","to",2
"drove","up",2
"drug","cartel",2
"drummer","john",2
"drunk","and",2
"drunk","on",2
"dry","add",2
"duchess","of",2
"ducks","only",2
"due","back",2
"due","diligence",2
"due","in",2
"due","process",2
"duke","energy",2
"dumb","enough",2
"dumbfounded","by",2
"dumped","the",2
"during","its",2
"during","our",2
"during","practice",2
"during","your",2
"dust","on",2
"dusty","and",2
"duty","and",2
"dwellers","series",2
"dynamic","ip",2
"each","addition",2
"each","case",2
"each","club",2
"each","for",2
"each","group",2
"each","handle",2
"each","has",2
"each","night",2
"each","person",2
"each","school",2
"each","st",2
"ear","rings",2
"earl","nightingale",2
"earlier","version",2
"early","access",2
"early","afternoon",2
"early","age",2
"early","august",2
"early","childhood",2
"early","for",2
"early","it",2
"early","january",2
"early","last",2
"early","this",2
"early","tuesday",2
"early","when",2
"early","years",2
"early","yesterday",2
"earn","advertising",2
"earn","between",2
"earn","some",2
"earned","million",2
"earnings","guidance",2
"earns","a",2
"earth","and",2
"earth","to",2
"earth","wind",2
"ease","the",2
"easier","said",2
"easiest","way",2
"easily","and",2
"easily","become",2
"easily","destroy",2
"easily","have",2
"easily","won",2
"east","end",2
"east","of",2
"east","side",2
"east","st",2
"east","th",2
"east","to",2
"easter","and",2
"easter","egg",2
"easy","as",2
"easy","it",2
"easy","on",2
"easy","they",2
"easy","way",2
"eat","at",2
"eat","for",2
"eat","in",2
"eat","my",2
"eat","them",2
"eating","disorder",2
"eating","too",2
"ebooks","are",2
"echo","park",2
"economist","at",2
"economists","and",2
"economy","that",2
"economy","was",2
"economy","will",2
"eddie","krawiec",2
"edge","and",2
"edge","with",2
"edit","it",2
"edited","by",2
"edited","for",2
"editor","at",2
"editor","in",2
"editor","who",2
"editor","with",2
"editorial","board",2
"editorial","page",2
"editors","of",2
"educated","guess",2
"education","agenda",2
"education","budget",2
"education","resource",2
"educational","materials",2
"effect","but",2
"effect","by",2
"effect","in",2
"effectively","and",2
"effectively","quashed",2
"effort","and",2
"effort","at",2
"efforts","in",2
"efforts","of",2
"egg","rolls",2
"egg","yolks",2
"ego","of",2
"egypt","for",2
"eight","different",2
"eight","years",2
"eighth","inning",2
"either","but",2
"either","going",2
"either","it",2
"either","its",2
"either","make",2
"either","to",2
"elect","the",2
"election","but",2
"election","in",2
"electric","cars",2
"electric","mixer",2
"electric","vehicle",2
"electricity","or",2
"element","the",2
"elements","and",2
"elements","in",2
"elements","were",2
"elephant","i",2
"elf","is",2
"eli","is",2
"eliminate","the",2
"elimination","of",2
"elle","was",2
"elohim","and",2
"else","but",2
"else","can",2
"else","could",2
"else","do",2
"else","had",2
"else","in",2
"else","no",2
"else","on",2
"else","you",2
"elsewhere","have",2
"em","out",2
"email","about",2
"email","for",2
"email","her",2
"email","in",2
"email","me",2
"email","telling",2
"email","that",2
"emails","and",2
"embark","on",2
"embarked","on",2
"embodied","by",2
"embrace","the",2
"embrace","your",2
"emergency","department",2
"emotionally","and",2
"emotions","and",2
"emotions","for",2
"emphasize","their",2
"emphasizes","the",2
"employee","of",2
"employee","to",2
"employees","of",2
"employees","were",2
"employment","in",2
"empty","house",2
"empty","shells",2
"empty","the",2
"encarnacion","and",2
"enchanted","by",2
"encore","which",2
"encounter","with",2
"encounters","with",2
"end","is",2
"end","its",2
"end","just",2
"end","when",2
"end","which",2
"ended","in",2
"ended","the",2
"ended","with",2
"ending","prohibition",2
"ending","that",2
"ends","and",2
"ends","his",2
"ends","in",2
"ends","meet",2
"ends","with",2
"enemies","but",2
"energy","as",2
"energy","efficiency",2
"energy","from",2
"energy","in",2
"energy","of",2
"energy","system",2
"energy","that",2
"enforced","by",2
"enforcement","staff",2
"engage","and",2
"engineer","says",2
"england","or",2
"england","patriots",2
"enhanced","it",2
"enhancements","about",2
"enjoy","its",2
"enjoy","many",2
"enjoy","my",2
"enjoy","reading",2
"enjoy","seeing",2
"enjoy","them",2
"enjoyable","than",2
"enjoyed","this",2
"enjoying","a",2
"enjoying","it",2
"enjoys","a",2
"enlightenment","and",2
"enough","if",2
"enough","on",2
"enough","room",2
"ensure","their",2
"ensure","they",2
"entered","new",2
"entering","a",2
"entertainment","and",2
"entertainment","the",2
"entire","process",2
"entire","season",2
"entire","story",2
"entire","time",2
"entrance","to",2
"entranced","by",2
"entrepreneur","and",2
"entry","fee",2
"entry","in",2
"entry","on",2
"entry","to",2
"environment","for",2
"environment","of",2
"environment","said",2
"environment","to",2
"environmental","protection",2
"environmental","services",2
"episode","i",2
"episode","its",2
"episodes","of",2
"equal","or",2
"equinox","and",2
"equivalent","to",2
"era","junior",2
"era","that",2
"erasures","on",2
"eric","holder",2
"erie","pa",2
"escape","and",2
"escape","the",2
"escaped","his",2
"especially","along",2
"especially","because",2
"especially","going",2
"especially","true",2
"espn","reported",2
"essay","and",2
"essay","on",2
"essence","a",2
"essex","county",2
"estes","park",2
"estimate","for",2
"estimate","of",2
"estimates","as",2
"estimates","of",2
"etc","etc",2
"etc","so",2
"eternal","fire",2
"ethics","of",2
"ethiopia","the",2
"eu","associates",2
"eu","this",2
"eun","said",2
"europa","is",2
"europe","he",2
"europe","is",2
"european","central",2
"eurozone","crisis",2
"even","all",2
"even","asked",2
"even","at",2
"even","begin",2
"even","feel",2
"even","further",2
"even","gave",2
"even","get",2
"even","going",2
"even","has",2
"even","just",2
"even","kidding",2
"even","longer",2
"even","look",2
"even","looked",2
"even","made",2
"even","my",2
"even","on",2
"even","our",2
"even","playing",2
"even","some",2
"even","started",2
"even","sweeter",2
"even","that",2
"even","then",2
"even","think",2
"even","those",2
"even","your",2
"evening","i",2
"evening","im",2
"evening","in",2
"evening","of",2
"event","for",2
"event","i",2
"event","the",2
"event","there",2
"event","tonight",2
"event","you",2
"events","are",2
"events","by",2
"events","for",2
"events","such",2
"ever","did",2
"ever","finding",2
"ever","gets",2
"ever","got",2
"ever","happen",2
"ever","in",2
"ever","knew",2
"ever","known",2
"ever","meet",2
"ever","post",2
