"unigram","bigram","trigram","freq"
"it","is","probably",2
"it","is","really",2
"it","is","such",2
"it","is","we",2
"it","is","with",2
"it","isnt","about",2
"it","isnt","to",2
"it","its","a",2
"it","its","just",2
"it","its","more",2
"it","just","didnt",2
"it","like","a",2
"it","look","like",2
"it","looks","in",2
"it","makes","it",2
"it","makes","you",2
"it","may","have",2
"it","may","take",2
"it","means","to",2
"it","means","you",2
"it","most","certainly",2
"it","much","easier",2
"it","must","have",2
"it","not","being",2
"it","not","for",2
"it","now","expects",2
"it","off","to",2
"it","offers","a",2
"it","out","eventually",2
"it","out","for",2
"it","out","it",2
"it","out","to",2
"it","pertains","to",2
"it","really","makes",2
"it","reminds","me",2
"it","right","now",2
"it","says","that",2
"it","seems","as",2
"it","seems","the",2
"it","she","said",2
"it","she","says",2
"it","shouldnt","be",2
"it","since","i",2
"it","so","can",2
"it","still","has",2
"it","such","a",2
"it","take","for",2
"it","takes","us",2
"it","that","way",2
"it","the","name",2
"it","there","is",2
"it","they","may",2
"it","through","their",2
"it","to","and",2
"it","to","get",2
"it","to","point",2
"it","to","you",2
"it","too","which",2
"it","under","the",2
"it","up","i",2
"it","very","difficult",2
"it","was","also",2
"it","was","another",2
"it","was","as",2
"it","was","bad",2
"it","was","because",2
"it","was","black",2
"it","was","created",2
"it","was","dark",2
"it","was","definitely",2
"it","was","delicious",2
"it","was","during",2
"it","was","exactly",2
"it","was","from",2
"it","was","getting",2
"it","was","good",2
"it","was","interesting",2
"it","was","like",2
"it","was","obvious",2
"it","was","over",2
"it","was","playing",2
"it","was","pretty",2
"it","was","safe",2
"it","was","served",2
"it","was","she",2
"it","was","some",2
"it","was","that",2
"it","was","to",2
"it","was","written",2
"it","wasnt","supposed",2
"it","wasnt","the",2
"it","went","out",2
"it","when","he",2
"it","when","i",2
"it","when","we",2
"it","when","you",2
"it","whenever","i",2
"it","while","you",2
"it","will","come",2
"it","will","destroy",2
"it","will","never",2
"it","will","only",2
"it","with","him",2
"it","would","make",2
"it","would","mean",2
"it","would","not",2
"it","would","take",2
"it","wouldve","been",2
"items","such","as",2
"its","a","crime",2
"its","a","fun",2
"its","a","lot",2
"its","a","matter",2
"its","a","real",2
"its","a","small",2
"its","about","a",2
"its","amazing","how",2
"its","authors","a",2
"its","available","in",2
"its","because","of",2
"its","been","another",2
"its","been","tough",2
"its","better","than",2
"its","clear","the",2
"its","definitely","a",2
"its","difficult","for",2
"its","earnings","to",2
"its","even","better",2
"its","getting","close",2
"its","gonna","be",2
"its","got","a",2
"its","hard","for",2
"its","highest","level",2
"its","inception","in",2
"its","just","an",2
"its","just","as",2
"its","just","that",2
"its","like","to",2
"its","network","television",2
"its","never","easy",2
"its","nice","to",2
"its","no","wonder",2
"its","not","an",2
"its","not","enough",2
"its","not","like",2
"its","not","to",2
"its","official","i",2
"its","own","way",2
"its","possible","that",2
"its","profit","guidance",2
"its","something","to",2
"its","such","a",2
"its","taken","me",2
"its","the","best",2
"its","the","day",2
"its","the","way",2
"its","very","different",2
"its","very","difficult",2
"its","way","to",2
"its","what","i",2
"ive","always","thought",2
"ive","been","going",2
"ive","been","so",2
"ive","been","thinking",2
"ive","come","to",2
"ive","done","some",2
"ive","ever","had",2
"ive","found","a",2
"ive","found","out",2
"ive","got","a",2
"ive","got","no",2
"ive","got","to",2
"ive","had","gay",2
"ive","had","the",2
"ive","had","to",2
"ive","just","been",2
"ive","never","experienced",2
"ive","read","all",2
"ive","seen","all",2
"ive","seen","it",2
"jackson","said","he",2
"jennifer","love","hewitt",2
"jesus","christ","name",2
"jimmy","kimmel","live",2
"jj","fetter","for",2
"job","he","said",2
"john","dolmayan","will",2
"john","f","kennedy",2
"johnson","topped","the",2
"join","us","on",2
"journey","into","the",2
"jp","morgan","chase",2
"judge","or","judges",2
"judge","sara","lioi",2
"judges","and","the",2
"jumping","off","the",2
"june","and","july",2
"junior","at","loyola",2
"just","a","bit",2
"just","a","couple",2
"just","a","good",2
"just","a","minute",2
"just","a","moment",2
"just","about","anything",2
"just","above","the",2
"just","an","excuse",2
"just","as","ending",2
"just","as","much",2
"just","be","described",2
"just","been","something",2
"just","before","the",2
"just","came","out",2
"just","didnt","want",2
"just","discovered","that",2
"just","dont","understand",2
"just","dont","want",2
"just","down","the",2
"just","drove","by",2
"just","end","up",2
"just","five","days",2
"just","focus","on",2
"just","get","the",2
"just","going","to",2
"just","got","a",2
"just","got","back",2
"just","got","done",2
"just","had","to",2
"just","happens","to",2
"just","happy","to",2
"just","have","a",2
"just","kind","of",2
"just","like","a",2
"just","looked","at",2
"just","make","you",2
"just","me","and",2
"just","not","sure",2
"just","not","very",2
"just","one","more",2
"just","one","push",2
"just","one","question",2
"just","one","type",2
"just","over","a",2
"just","put","the",2
"just","retweet","this",2
"just","say","its",2
"just","talk","to",2
"just","that","a",2
"just","that","the",2
"just","the","kind",2
"just","the","right",2
"just","the","slightest",2
"just","thinking","about",2
"just","to","have",2
"just","to","keep",2
"just","to","make",2
"just","under","billion",2
"just","when","i",2
"justin","blackmon","and",2
"kansas","city","mo",2
"kansas","city","royals",2
"kate","and","i",2
"keep","him","in",2
"keep","his","job",2
"keep","in","mind",2
"keep","it","in",2
"keep","it","real",2
"keep","it","up",2
"keep","me","going",2
"keep","me","here",2
"keep","up","the",2
"keep","us","entertained",2
"keep","will","be",2
"keep","you","from",2
"keep","you","posted",2
"keeping","with","the",2
"key","to","success",2
"kick","out","of",2
"kicked","out","of",2
"kids","are","sleeping",2
"kids","have","a",2
"kids","in","with",2
"kids","to","have",2
"kids","with","her",2
"kiener","plaza","downtown",2
"killed","in","the",2
"killed","the","woman",2
"kilometers","square","miles",2
"kim","il","sung",2
"kim","jong","il",2
"kimmel","live","while",2
"kimmels","outdoor","stage",2
"kind","of","day",2
"kind","of","hard",2
"kind","of","life",2
"kind","of","like",2
"kind","of","thing",2
"kind","of","wish",2
"kinds","of","things",2
"king","and","queen",2
"king","james","bible",2
"king","of","kings",2
"kings","comes","from",2
"knoll","ave","pasadena",2
"know","about","you",2
"know","and","a",2
"know","and","the",2
"know","each","other",2
"know","he","wants",2
"know","how","close",2
"know","how","far",2
"know","how","he",2
"know","how","it",2
"know","how","much",2
"know","how","that",2
"know","how","you",2
"know","i","guess",2
"know","i","will",2
"know","ill","be",2
"know","im","not",2
"know","in","the",2
"know","it","is",2
"know","me","at",2
"know","more","about",2
"know","obama","said",2
"know","that","there",2
"know","that","they",2
"know","that","when",2
"know","thats","not",2
"know","there","are",2
"know","they","have",2
"know","this","guy",2
"know","what","he",2
"know","what","id",2
"know","what","it",2
"know","what","that",2
"know","what","this",2
"know","what","was",2
"know","whats","going",2
"know","where","i",2
"know","where","she",2
"know","where","to",2
"know","why","but",2
"know","why","i",2
"know","you","are",2
"knowledge","of","his",2
"known","about","the",2
"known","for","her",2
"known","to","the",2
"knows","if","they",2
"knows","more","about",2
"knows","that","the",2
"krawiec","had","the",2
"kurt","and","blaine",2
"labor","of","love",2
"lack","of","any",2
"lack","of","funding",2
"lady","at","the",2
"lamb","of","god",2
"large","bowl","whisk",2
"large","enough","they",2
"large","mixing","bowl",2
"large","number","of",2
"large","numbers","of",2
"large","pot","of",2
"larger","portion","of",2
"larger","than","a",2
"last","few","days",2
"last","month","and",2
"last","name","to",2
"last","night","in",2
"last","thing","i",2
"last","three","weeks",2
"last","two","days",2
"last","two","weeks",2
"last","we","could",2
"last","week","and",2
"last","week","at",2
"last","week","of",2
"last","week","that",2
"last","week","to",2
"last","week","we",2
"last","weekend","when",2
"last","words","are",2
"last","year","but",2
"last","year","in",2
"last","year","on",2
"last","year","was",2
"last","year","we",2
"last","year","when",2
"last","years","the",2
"late","last","year",2
"late","s","and",2
"late","s","the",2
"late","than","never",2
"later","he","was",2
"later","i","had",2
"later","in","life",2
"later","on","we",2
"laugh","and","laugh",2
"law","that","says",2
"laws","whenever","there",2
"lazyreally","havent","gotten",2
"lead","into","the",2
"leader","in","an",2
"leading","the","way",2
"leading","to","the",2
"leads","to","the",2
"league","he","said",2
"leap","year","sale",2
"learn","as","much",2
"learned","from","this",2
"learning","about","the",2
"learning","how","to",2
"least","a","year",2
"least","at","the",2
"least","for","a",2
"least","for","alderman",2
"least","for","the",2
"least","thats","what",2
"leave","them","alone",2
"leave","us","with",2
"led","to","a",2
"left","behind","by",2
"left","me","with",2
"legal","lottery","defeated",2
"legal","market","though",2
"legalized","lottos","did",2
"legalizing","and","regulating",2
"legislature","which","has",2
"legitimate","expression","of",2
"length","the","judge",2
"less","likely","to",2
"less","of","a",2
"less","than","five",2
"less","than","one",2
"let","advertisers","track",2
"let","him","complete",2
"let","me","get",2
"let","me","grow",2
"let","me","put",2
"let","me","say",2
"let","me","show",2
"let","me","tell",2
"let","them","down",2
"let","us","all",2
"let","us","not",2
"lets","get","to",2
"lets","make","it",2
"lets","start","with",2
"letter","sent","to",2
"letter","to","the",2
"level","and","the",2
"level","every","minutes",2
"level","of","the",2
"level","since","june",2
"library","of","america",2
"lieu","of","a",2
"life","and","death",2
"life","as","an",2
"life","can","be",2
"life","has","been",2
"life","he","has",2
"life","i","was",2
"life","in","the",2
"life","is","good",2
"life","is","not",2
"life","no","matter",2
"life","outside","the",2
"light","and","fluffy",2
"light","and","purity",2
"light","in","the",2
"light","of","the",2
"like","a","bar",2
"like","a","big",2
"like","a","giant",2
"like","a","good",2
"like","a","lot",2
"like","a","real",2
"like","a","roller",2
"like","a","waste",2
"like","all","things",2
"like","are","you",2
"like","being","a",2
"like","button","on",2
"like","he","had",2
"like","he","is",2
"like","how","you",2
"like","i","am",2
"like","i","had",2
"like","i","have",2
"like","i","said",2
"like","i","would",2
"like","if","you",2
"like","im","going",2
"like","it","has",2
"like","it","i",2
"like","it","is",2
"like","me","and",2
"like","me","to",2
"like","much","but",2
"like","she","wants",2
"like","such","a",2
"like","that","it",2
"like","the","color",2
"like","the","most",2
"like","the","one",2
"like","the","perfect",2
"like","the","same",2
"like","they","have",2
"like","they","were",2
"like","theyre","in",2
"like","this","for",2
"like","this","i",2
"like","this","one",2
"like","to","do",2
"like","to","keep",2
"like","to","know",2
"like","to","offer",2
"like","to","see",2
"like","to","talk",2
"like","to","tell",2
"like","to","think",2
"like","to","try",2
"like","we","were",2
"liked","it","the",2
"likely","to","own",2
"line","from","the",2
"line","of","duty",2
"line","of","the",2
"lines","on","the",2
"link","is","above",2
"link","to","the",2
"link","up","your",2
"linking","to","amazoncom",2
"list","as","a",2
"list","is","the",2
"list","of","all",2
"list","of","reasons",2
"list","on","the",2
"list","to","the",2
"listed","by","the",2
"listen","to","that",2
"listened","to","an",2
"listened","to","him",2
"listened","to","my",2
"listenin","to","my",2
"listening","to","the",2
"lists","the","lists",2
"lit","up","the",2
"little","bit","more",2
"little","while","back",2
"live","here","and",2
"live","while","two",2
"lived","up","to",2
"lives","but","the",2
"lives","in","the",2
"lives","of","their",2
"living","in","that",2
"living","in","the",2
"living","room","and",2
"living","salaries","top",2
"llc","and","amazon",2
"llc","andor","amazon",2
"lobby","of","the",2
"located","right","in",2
"lol","ha","ha",2
"lol","i","should",2
"lol","im","an",2
"lol","its","okay",2
"long","as","he",2
"long","as","its",2
"long","as","you",2
"long","do","you",2
"long","for","a",2
"long","it","takes",2
"long","list","of",2
"long","story","short",2
"long","time","no",2
"long","time","since",2
"long","way","since",2
"longest","active","streak",2
"look","a","bit",2
"look","a","little",2
"look","at","her",2
