"unigram","bigram","trigram","quadgram","freq"
"you","direct","my","path",2
"you","do","choose","to",2
"you","do","when","youre",2
"you","dont","even","know",2
"you","dont","have","a",2
"you","dont","have","any",2
"you","dont","know","me",2
"you","dont","know","what",2
"you","dont","know","whats",2
"you","dont","need","a",2
"you","for","surrounding","me",2
"you","for","the","rt",2
"you","for","your","consideration",2
"you","have","a","group",2
"you","have","any","idea",2
"you","have","no","time",2
"you","have","to","do",2
"you","have","to","find",2
"you","have","to","get",2
"you","have","to","lose",2
"you","have","to","make",2
"you","if","they","are",2
"you","in","jesus","christ",2
"you","in","the","face",2
"you","just","have","to",2
"you","know","he","wants",2
"you","know","that","the",2
"you","know","that","you",2
"you","learn","more","about",2
"you","may","know","that",2
"you","may","think","that",2
"you","might","as","well",2
"you","might","have","a",2
"you","might","just","be",2
"you","must","take","steps",2
"you","need","but","do",2
"you","need","to","have",2
"you","notice","your","hunger",2
"you","run","out","of",2
"you","think","i","dont",2
"you","think","you","are",2
"you","to","all","of",2
"you","to","be","on",2
"you","want","some","more",2
"you","want","to","look",2
"you","want","to","play",2
"you","want","to","put",2
"you","want","to","write",2
"you","will","be","better",2
"you","will","continue","to",2
"you","will","find","that",2
"you","will","need","to",2
"you","wont","be","able",2
"you","would","like","to",2
"youll","just","have","to",2
"young","girls","than","another",2
"your","child","so","hard",2
"your","customer","area","now",2
"your","hunger","sleep","yes",2
"your","love","in","me",2
"your","risk","of","heart",2
"your","sins","are","forgiven",2
"your","to","do","list",2
"youre","going","to","have",2
"youre","more","likely","to",2
"youre","not","going","to",2
"yourself","as","being","in",2
"youve","ordained","to","impact",2
